,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,ZIP_CODE
44546,100521492,01/13/2010 12:00:00 AM,01/13/2010 12:00:00 AM,1145,5,Harbor,565,1,110,CRIMINAL HOMICIDE,0400 0907,34,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,110.0,,,,800 S  PACIFIC                      AV,,33.736999999999995,-118.2879,90731
45193,100604130,01/02/2010 12:00:00 AM,01/02/2010 12:00:00 AM,50,6,Hollywood,657,1,110,CRIMINAL HOMICIDE,0416 1402,36,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,998.0,,,1000 N  WESTERN                      AV,,34.0885,-118.3092,90004
45234,100604285,01/04/2010 12:00:00 AM,01/04/2010 12:00:00 AM,1603,6,Hollywood,678,1,110,CRIMINAL HOMICIDE,0906 1100 1402,20,M,H,101.0,STREET,101.0,REVOLVER,AA,Adult Arrest,110.0,998.0,,,900 N  SERRANO                      AV,,34.0863,-118.3064,90004
46664,100608895,03/12/2010 12:00:00 AM,03/11/2010 12:00:00 AM,1320,6,Hollywood,669,1,110,CRIMINAL HOMICIDE,0430 1100 1402,46,F,W,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,SUNSET,KINGSLEY,34.0981,-118.3032,90029
47088,100610093,03/26/2010 12:00:00 AM,03/26/2010 12:00:00 AM,2000,6,Hollywood,667,1,110,CRIMINAL HOMICIDE,1100 1501,38,F,X,710.0,OTHER PREMISE,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,5800    LEXINGTON                    AV,,34.0928,-118.3157,90038
47517,100611467,04/06/2010 12:00:00 AM,04/06/2010 12:00:00 AM,200,6,Hollywood,637,1,110,CRIMINAL HOMICIDE,0304 0400 0416 0429 0444 0601 1822,49,M,W,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,979.0,,,6200    HOLLYWOOD                    BL,,34.1017,-118.3245,90028
48391,100614460,04/28/2010 12:00:00 AM,04/28/2010 12:00:00 AM,1130,6,Hollywood,615,1,110,CRIMINAL HOMICIDE,1821 2000,46,F,B,507.0,CONDOMINIUM/TOWNHOUSE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,,,,2700    CAHUENGA                     BL,,34.1171,-118.3373,90068
48423,100614541,05/26/2010 12:00:00 AM,05/26/2010 12:00:00 AM,220,6,Hollywood,668,1,110,CRIMINAL HOMICIDE,0430 0906 1402,28,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1200 N  SAINT ANDREWS                PL,,34.0928,-118.3109,90004
49157,100616721,06/25/2010 12:00:00 AM,06/24/2010 12:00:00 AM,2000,6,Hollywood,647,1,110,CRIMINAL HOMICIDE,0339 1501,39,M,W,239.0,MEDICAL MARIJUANA FACILITIES/BUSINESSES,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110.0,,,,1600 N  EL CENTRO                    AV,,34.0998,-118.3237,90028
49289,100617017,06/29/2010 12:00:00 AM,06/29/2010 12:00:00 AM,1450,6,Hollywood,657,1,110,CRIMINAL HOMICIDE,0302 0326 0334 0430 0906 1100 1310 1309 1402,20,M,H,101.0,STREET,101.0,REVOLVER,AA,Adult Arrest,110.0,998.0,,,SAINT ANDREWS                PL,SANTA MONICA                 BL,34.0908,-118.3114,90004
49780,100618599,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1235,6,Hollywood,648,1,110,CRIMINAL HOMICIDE,0430 1100 1402,50,M,W,203.0,OTHER BUSINESS,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,998.0,,,5400    SUNSET                       BL,,34.0981,-118.3071,90029
51746,100624866,10/10/2010 12:00:00 AM,10/10/2010 12:00:00 AM,1630,6,Hollywood,649,1,110,CRIMINAL HOMICIDE,0411 0554 1402,31,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AA,Adult Arrest,110.0,998.0,,,1500    WINONA                       BL,,34.0981,-118.3022,90029
53947,100700991,08/05/2010 12:00:00 AM,08/05/2010 12:00:00 AM,2313,7,Wilshire,775,1,110,CRIMINAL HOMICIDE,0400 0430 1100 1402,22,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,4800    SAINT CHARLES                PL,,34.0458,-118.3408,90019
54849,100705749,02/08/2010 12:00:00 AM,02/07/2010 12:00:00 AM,2101,7,Wilshire,765,1,110,CRIMINAL HOMICIDE,0430 0906 1100,40,M,B,101.0,STREET,102.0,HAND GUN,JA,Juv Arrest,110.0,,,,5000 W  PICO                         BL,,34.0478,-118.3459,90019
56955,100710279,05/23/2010 12:00:00 AM,05/23/2010 12:00:00 AM,1750,7,Wilshire,777,1,110,CRIMINAL HOMICIDE,0430 1259 1407 1402,15,F,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,JA,Juv Arrest,110.0,998.0,,,1800    WELLINGTON                   RD,,34.0414,-118.3329,90019
57176,100710818,06/06/2010 12:00:00 AM,06/06/2010 12:00:00 AM,536,7,Wilshire,789,1,110,CRIMINAL HOMICIDE,1100,56,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,2100    2ND                          AV,,34.038000000000004,-118.3189,90018
58042,100712650,07/19/2010 12:00:00 AM,07/19/2010 12:00:00 AM,1050,7,Wilshire,775,1,110,CRIMINAL HOMICIDE,0430 1100,23,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,4500    PICKFORD                     ST,,34.0407,-118.3402,90019
61774,100801032,05/06/2010 12:00:00 AM,05/05/2010 12:00:00 AM,910,8,West LA,889,1,110,CRIMINAL HOMICIDE,0906 1100 1402,26,F,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1900 S  CORNING                      ST,,34.0432,-118.3796,90035
63987,100808408,04/14/2010 12:00:00 AM,04/13/2010 12:00:00 AM,2255,8,West LA,881,1,110,CRIMINAL HOMICIDE,,32,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,,,,11700 W  OLYMPIC                      BL,,34.0343,-118.4478,90064
66837,100815134,09/09/2010 12:00:00 AM,09/09/2010 12:00:00 AM,815,8,West LA,889,1,110,CRIMINAL HOMICIDE,,0,M,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,,,,2000 S  CORNING                      ST,,34.041,-118.3802,90035
69339,100900793,05/10/2010 12:00:00 AM,05/08/2010 12:00:00 AM,2205,9,Van Nuys,906,1,110,CRIMINAL HOMICIDE,0360 0553 0914 1257 1415,0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,14400    VALERIO                      ST,,34.2048,-118.4468,91405
69535,100901191,10/23/2010 12:00:00 AM,10/23/2010 12:00:00 AM,1,9,Van Nuys,929,1,110,CRIMINAL HOMICIDE,0305 0430 0903 1228 1234 1409 1407 1402,33,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,13300    VICTORY                      BL,,34.1867,-118.4225,91401
71664,100908461,03/22/2010 12:00:00 AM,03/22/2010 12:00:00 AM,120,9,Van Nuys,933,1,110,CRIMINAL HOMICIDE,0406 0416 0908 1215 1409 1402,51,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,14600    CALVERT                      ST,,34.1817,-118.4509,91411
72047,100909266,04/06/2010 12:00:00 AM,04/06/2010 12:00:00 AM,455,9,Van Nuys,976,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,20,F,W,108.0,PARKING LOT,101.0,REVOLVER,AA,Adult Arrest,110.0,998.0,,,13300    MOORPARK                     ST,,34.1504,-118.4225,91423
77502,100921094,11/05/2010 12:00:00 AM,11/05/2010 12:00:00 AM,1945,9,Van Nuys,923,1,110,CRIMINAL HOMICIDE,0411 0906,32,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110.0,,,,14800    GILMORE                      ST,,34.1877,-118.4553,91411
78619,100923610,12/24/2010 12:00:00 AM,12/24/2010 12:00:00 AM,115,9,Van Nuys,926,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1310,29,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,VANOWEN                      ST,SYLMAR                       AV,34.1939,-118.4466,91405
78930,101000737,06/02/2010 12:00:00 AM,06/01/2010 12:00:00 AM,2205,10,West Valley,1008,1,110,CRIMINAL HOMICIDE,1402 1803,30,M,O,213.0,WAREHOUSE,217.0,SWORD,AO,Adult Other,110.0,998.0,,,7600    HAYVENHURST                  AV,,34.2084,-118.4925,91406
79140,101004009,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,1,10,West Valley,1049,1,110,CRIMINAL HOMICIDE,0411 1402,49,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,110.0,210.0,998.0,,15900    VICTORY                      BL,,34.1867,-118.4793,91406
84394,101015120,08/16/2010 12:00:00 AM,08/15/2010 12:00:00 AM,2145,10,West Valley,1018,1,110,CRIMINAL HOMICIDE,0430 0906 1100,33,M,H,101.0,STREET,105.0,SAWED OFF RIFLE/SHOTGUN,AO,Adult Other,110.0,,,,SATICOY                      ST,GAYNOR                       AV,34.2085,-118.4804,91406
87744,101100910,04/29/2010 12:00:00 AM,04/28/2010 12:00:00 AM,1620,11,Northeast,1118,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1407 1409,17,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,300 N  AVENUE 57,,34.1127,-118.1942,90042
91060,101111015,04/25/2010 12:00:00 AM,04/25/2010 12:00:00 AM,100,11,Northeast,1178,1,110,CRIMINAL HOMICIDE,0430 0906 1100,33,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,600    ROMULO                       ST,,34.0888,-118.2212,90031
91242,101111406,05/01/2010 12:00:00 AM,05/01/2010 12:00:00 AM,228,11,Northeast,1161,1,110,CRIMINAL HOMICIDE,0400 0913 1100,28,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AO,Adult Other,110.0,,,,1100 N  ALEXANDRIA                   AV,,34.0909,-118.2984,90029
92279,101113630,06/05/2010 12:00:00 AM,06/05/2010 12:00:00 AM,35,11,Northeast,1135,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1407,19,M,H,108.0,PARKING LOT,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,3300    VERDUGO                      RD,,34.1117,-118.2361,90065
95248,101120119,09/25/2010 12:00:00 AM,09/25/2010 12:00:00 AM,50,11,Northeast,1147,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,20,M,H,102.0,SIDEWALK,104.0,SHOTGUN,AA,Adult Arrest,110.0,998.0,,,2900    DIVISION                     ST,,34.1027,-118.2363,90065
95249,101120120,09/25/2010 12:00:00 AM,09/25/2010 12:00:00 AM,50,11,Northeast,1147,1,110,CRIMINAL HOMICIDE,0430 0906 1100,24,M,H,102.0,SIDEWALK,104.0,SHOTGUN,AA,Adult Arrest,110.0,979.0,,,2900    DIVISION                     ST,,34.1027,-118.2363,90065
96116,101121968,10/28/2010 12:00:00 AM,10/28/2010 12:00:00 AM,800,11,Northeast,1162,1,110,CRIMINAL HOMICIDE,,21,M,B,701.0,HOSPITAL,102.0,HAND GUN,IC,Invest Cont,110.0,,,,1300 N  VERMONT                      AV,,34.0956,-118.2918,90029
96707,101123224,11/22/2010 12:00:00 AM,11/20/2010 12:00:00 AM,324,11,Northeast,1138,1,110,CRIMINAL HOMICIDE,0411 1409,38,M,H,101.0,STREET,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,5900    YORK                         BL,,34.1184,-118.1908,90042
98065,101204291,01/04/2010 12:00:00 AM,01/04/2010 12:00:00 AM,2015,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,0302 0342 0430 0906 1100 1309 1822,32,M,H,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,900 E  85TH                         ST,,33.9611,-118.2586,90003
98686,101205646,01/24/2010 12:00:00 AM,01/24/2010 12:00:00 AM,1,12,77th Street,1233,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1309 1407,28,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1600 W  60TH                         PL,,33.9851,-118.3046,90062
98889,101206023,01/29/2010 12:00:00 AM,01/28/2010 12:00:00 AM,2145,12,77th Street,1255,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1822,19,M,B,121.0,YARD (RESIDENTIAL/BUSINESS),102.0,HAND GUN,IC,Invest Cont,110.0,,,,7700    BRIGHTON                     AV,,33.97,-118.3014,90047
99259,101206862,02/09/2010 12:00:00 AM,02/08/2010 12:00:00 AM,2115,12,77th Street,1211,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1407 1402,33,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,5300    3RD                          AV,,33.9941,-118.3203,90062
100863,101210449,03/25/2010 12:00:00 AM,03/24/2010 12:00:00 AM,2105,12,77th Street,1245,1,110,CRIMINAL HOMICIDE,0309 0430 0906 1100 1309 1822,20,M,B,102.0,SIDEWALK,101.0,REVOLVER,AO,Adult Other,110.0,,,,RAYMOND                      AV,71ST                         ST,33.9754,-118.2981,90037
100972,101210665,03/27/2010 12:00:00 AM,03/27/2010 12:00:00 AM,555,12,77th Street,1233,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,39,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,1700 W  60TH                         ST,,33.9859,-118.3068,90062
100974,101210668,03/27/2010 12:00:00 AM,03/27/2010 12:00:00 AM,1815,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,0302 0342 0430 0906 1100 1313 1310 1309 1402 1822,21,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1600 W  84TH                         ST,,33.9627,-118.3046,90047
100975,101210669,03/27/2010 12:00:00 AM,03/27/2010 12:00:00 AM,2208,12,77th Street,1248,1,110,CRIMINAL HOMICIDE,0302 0309 0342 0430 0906 1100 1217 1309 1402 1822,18,F,B,102.0,SIDEWALK,101.0,REVOLVER,IC,Invest Cont,110.0,,,,900 W  68TH                         ST,,33.9782,-118.2892,90037
101037,101210769,03/29/2010 12:00:00 AM,03/29/2010 12:00:00 AM,1651,12,77th Street,1265,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100 1313 1402,30,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,1400 W  83RD                         ST,,33.9637,-118.3003,90047
101456,101211716,04/10/2010 12:00:00 AM,04/10/2010 12:00:00 AM,205,12,77th Street,1211,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1822,37,M,B,203.0,OTHER BUSINESS,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,2300 W  54TH                         ST,,33.9932,-118.3182,90062
101651,101212127,04/15/2010 12:00:00 AM,04/15/2010 12:00:00 AM,335,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,0302 0430 1100 1402,41,F,H,103.0,ALLEY,106.0,UNKNOWN FIREARM,AO,Adult Other,110.0,,,,3200 W  73RD                         ST,,33.9737,-118.3286,90305
102599,101213941,05/09/2010 12:00:00 AM,05/09/2010 12:00:00 AM,10,12,77th Street,1259,1,110,CRIMINAL HOMICIDE,0309 0430 0906 1100 1240 1310 1309,28,M,B,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,110.0,,,,78TH                         ST,E  AVALON                       BL,33.9684,-118.2651,90003
102778,101214302,05/13/2010 12:00:00 AM,05/13/2010 12:00:00 AM,1815,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,0430 0906 1100,28,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,110.0,,,,6300    BRYNHURST                    AV,,33.9829,-118.3338,90043
103416,101215598,05/30/2010 12:00:00 AM,05/30/2010 12:00:00 AM,700,12,77th Street,1239,1,110,CRIMINAL HOMICIDE,0371 0376 0430 0433 0906 1100 1309,20,M,H,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,110.0,,,,5900 S  FIGUEROA                     ST,,33.9874,-118.2827,90037
103453,101215669,05/31/2010 12:00:00 AM,05/31/2010 12:00:00 AM,37,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,1407 0342 0371 0430 0906 1100,21,M,B,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,1800 W  74TH                         ST,,33.9728,-118.309,90305
103794,101216392,06/09/2010 12:00:00 AM,06/08/2010 12:00:00 AM,1750,12,77th Street,1215,1,110,CRIMINAL HOMICIDE,0342 0416 0417 0429 0603 0906 0913 2002,31,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,1100 W  54TH                         ST,,33.9932,-118.2937,90037
103946,101216699,06/13/2010 12:00:00 AM,06/12/2010 12:00:00 AM,2240,12,77th Street,1218,1,110,CRIMINAL HOMICIDE,0430 0913 1100 1240 1306 1407,52,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,900 W  55TH                         ST,,33.9923,-118.2893,90037
104251,101217246,06/20/2010 12:00:00 AM,06/18/2010 12:00:00 AM,1600,12,77th Street,1231,1,110,CRIMINAL HOMICIDE,0430 0602 1202 1243 1241 1814 2000,62,F,B,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,,,,4300 W  59TH                         ST,,33.9871,-118.35,90043
104621,101218008,06/30/2010 12:00:00 AM,06/30/2010 12:00:00 AM,1455,12,77th Street,1265,1,110,CRIMINAL HOMICIDE,0302 0342 0360 0430 1100 1309 1402,24,M,B,104.0,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,1400 W  84TH                         PL,,33.9619,-118.3003,90047
104746,101218266,07/04/2010 12:00:00 AM,07/03/2010 12:00:00 AM,1935,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1309,22,M,B,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,2100 W  FLORENCE                     AV,,33.9746,-118.3158,90305
104788,101218340,07/05/2010 12:00:00 AM,07/05/2010 12:00:00 AM,350,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,0329 0342 0371 0430 0906 1100 1310 1822,22,M,B,301.0,GAS STATION,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,4400 S  WESTERN                      AV,,34.0037,-118.3089,90062
104830,101218403,07/06/2010 12:00:00 AM,07/06/2010 12:00:00 AM,115,12,77th Street,1207,1,110,CRIMINAL HOMICIDE,0302 1100,28,M,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,,,,4600 S  VERMONT                      AV,,34.0017,-118.2915,90037
105082,101218885,07/11/2010 12:00:00 AM,07/11/2010 12:00:00 AM,2315,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1402,24,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,300 W  75TH                         ST,,33.9718,-118.2783,90003
105449,101219561,07/20/2010 12:00:00 AM,07/19/2010 12:00:00 AM,952,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,0302 0342 0430 0906 1100 1310 1309,20,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,71ST                         ST,VICTORIA                     AV,33.9757,-118.3324,90043
105831,101220274,07/29/2010 12:00:00 AM,07/29/2010 12:00:00 AM,620,12,77th Street,1239,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1822,20,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,400 W  62ND                         ST,,33.9833,-118.2811,90037
106171,101221040,08/08/2010 12:00:00 AM,08/07/2010 12:00:00 AM,2230,12,77th Street,1249,1,110,CRIMINAL HOMICIDE,0302 0342 0430 0906 1100,21,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,7000 S  HOOVER                       ST,,33.9761,-118.2871,90003
106428,101221525,08/14/2010 12:00:00 AM,08/14/2010 12:00:00 AM,250,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,0302 0309 0430 0906 1100 1206 1306 1309 1407 1822,21,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,3300 W  66TH                         ST,,33.9797,-118.3294,90043
106445,101221551,08/15/2010 12:00:00 AM,08/14/2010 12:00:00 AM,2240,12,77th Street,1268,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100 1240 1310,27,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,84TH                         PL,MAIN,33.9624,-118.2739,90003
106571,101221781,08/18/2010 12:00:00 AM,08/18/2010 12:00:00 AM,220,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1407 1402,48,M,B,103.0,ALLEY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,1800 W  67TH                         ST,,33.9785,-118.309,90062
107407,101223395,09/10/2010 12:00:00 AM,09/09/2010 12:00:00 AM,2020,12,77th Street,1273,1,110,CRIMINAL HOMICIDE,0302 0342 0430 0906 1100 1240 1300 1414 1402,20,M,B,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,9100 S  WESTERN                      AV,,33.9545,-118.309,90047
108057,101224690,09/27/2010 12:00:00 AM,09/24/2010 12:00:00 AM,2245,12,77th Street,1235,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1309 1310,24,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,1400 W  61ST                         ST,,33.9842,-118.3002,90062
109287,101227059,11/01/2010 12:00:00 AM,10/31/2010 12:00:00 AM,1400,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100 1822,5,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1000 E  84TH                         ST,,33.9629,-118.2575,90001
109939,101228368,11/18/2010 12:00:00 AM,11/18/2010 12:00:00 AM,1525,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,0312 0342 0345 0430 0906 1100 1309 1310 1407 1822,24,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,71ST                         ST,WESTERN                      AV,33.9754,-118.309,90305
110471,101229351,12/03/2010 12:00:00 AM,12/02/2010 12:00:00 AM,2210,12,77th Street,1258,1,110,CRIMINAL HOMICIDE,0302 0371 0430 0906 1100 1251 1259 1309 1313 1822,16,M,H,102.0,SIDEWALK,102.0,HAND GUN,AO,Adult Other,110.0,998.0,,,100 E  73RD                         ST,,33.9738,-118.2739,90003
110616,101229601,12/07/2010 12:00:00 AM,12/06/2010 12:00:00 AM,2110,12,77th Street,1266,1,110,CRIMINAL HOMICIDE,0411 0913,49,M,H,104.0,DRIVEWAY,205.0,KITCHEN KNIFE,JA,Juv Arrest,110.0,,,,900 W  82ND                         ST,,33.9643,-118.2893,90044
111048,101230421,12/17/2010 12:00:00 AM,12/16/2010 12:00:00 AM,2057,12,77th Street,1242,1,110,CRIMINAL HOMICIDE,0302 0371 0430 0906 1100 1309 1822,45,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,6400    ARLINGTON                    AV,,33.9817,-118.3187,90043
111224,101230725,12/22/2010 12:00:00 AM,12/22/2010 12:00:00 AM,421,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,0411 0913 1414 1810 2003,54,M,B,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,1800 W  80TH                         ST,,33.9664,-118.309,90047
111356,101230914,12/26/2010 12:00:00 AM,12/25/2010 12:00:00 AM,2220,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,0216 0302 0309 0906 1100 1309 1822,25,F,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,1700 W  85TH                         ST,,33.9609,-118.3068,90047
111496,101231145,12/30/2010 12:00:00 AM,12/29/2010 12:00:00 AM,1924,12,77th Street,1273,1,110,CRIMINAL HOMICIDE,0302 0305 0334 0430 0906 1100 1223 1251 1259 1822,14,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,8700 S  SAINT ANDREWS                PL,,33.9591,-118.3112,90047
111560,101300511,01/03/2010 12:00:00 AM,01/03/2010 12:00:00 AM,1335,13,Newton,1345,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1402 1407 1409,27,M,B,119.0,"PORCH, RESIDENTIAL",102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1100 E  33RD                         ST,,34.0136,-118.2565,90011
111568,101300596,03/27/2010 12:00:00 AM,03/27/2010 12:00:00 AM,2330,13,Newton,1323,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,20,M,H,101.0,STREET,102.0,HAND GUN,JA,Juv Arrest,110.0,998.0,,,900 E  22ND                         ST,,34.0241,-118.2573,90011
111653,101300690,06/05/2010 12:00:00 AM,06/05/2010 12:00:00 AM,45,13,Newton,1331,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1223 1407 1409,0,M,B,102.0,SIDEWALK,102.0,HAND GUN,AO,Adult Other,110.0,998.0,,,200 E  30TH                         ST,,34.0213,-118.2696,90007
111661,101300707,06/20/2010 12:00:00 AM,06/20/2010 12:00:00 AM,100,13,Newton,1325,1,110,CRIMINAL HOMICIDE,0430 1100 1402,52,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,1100 E  27TH                         ST,,34.0178,-118.2553,90011
